"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 07:00","2024","11","03","07:00","","-3.0","","-5.8","","81","","","","","","0","","48.3","","102.91","","","","","","Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 08:00","2024","11","03","08:00","","-0.8","","-4.6","","75","","","","2","","7","","48.3","","102.98","","","","-3","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 09:00","2024","11","03","09:00","","0.6","","-5.7","","63","","","","4","","9","","48.3","","103.00","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 10:00","2024","11","03","10:00","","1.3","","-6.0","","59","","","","5","","4","","48.3","","102.99","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 11:00","2024","11","03","11:00","","2.8","","-5.5","","54","","","","","","0","","48.3","","102.96","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 12:00","2024","11","03","12:00","","3.8","","-4.7","","54","","","","17","","8","","48.3","","102.94","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 13:00","2024","11","03","13:00","","4.1","","-3.4","","58","","","","21","","10","","48.3","","102.93","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 14:00","2024","11","03","14:00","","4.7","","-4.2","","52","","","","","","0","","48.3","","102.82","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 15:00","2024","11","03","15:00","","4.8","","-3.9","","53","","","","21","","6","","24.1","","102.85","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 16:00","2024","11","03","16:00","","4.6","","-3.9","","54","","","","27","","7","","24.1","","102.90","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 17:00","2024","11","03","17:00","","4.2","","-5.2","","50","","","","","","0","","24.1","","102.90","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 18:00","2024","11","03","18:00","","3.9","","-5.5","","50","","","","","","0","","24.1","","102.92","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 19:00","2024","11","03","19:00","","3.9","","-5.5","","51","","","","9","","5","","24.1","","102.93","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 20:00","2024","11","03","20:00","","3.8","","-3.2","","60","","","","12","","6","","24.1","","102.94","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 21:00","2024","11","03","21:00","","3.1","","-3.4","","62","","","","11","","8","","24.1","","102.95","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 22:00","2024","11","03","22:00","","2.8","","-3.0","","66","","","","12","","7","","24.1","","102.93","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-03 23:00","2024","11","03","23:00","","2.3","","-2.8","","69","","","","13","","7","","24.1","","102.95","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 00:00","2024","11","04","00:00","","1.4","","-3.2","","71","","","","10","","10","","24.1","","102.88","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 01:00","2024","11","04","01:00","","2.2","","-3.1","","68","","","","11","","8","","24.1","","102.90","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 02:00","2024","11","04","02:00","","2.1","","-2.0","","74","","","","8","","8","","24.1","","102.90","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 03:00","2024","11","04","03:00","","2.5","","-1.9","","73","","","","9","","11","","24.1","","102.89","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 04:00","2024","11","04","04:00","","2.9","","-3.3","","64","","","","11","","7","","24.1","","102.88","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 05:00","2024","11","04","05:00","","3.0","","-2.4","","67","","","","11","","12","","24.1","","102.84","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 06:00","2024","11","04","06:00","","3.0","","-3.3","","63","","","","10","","7","","24.1","","102.83","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 07:00","2024","11","04","07:00","","3.2","","-2.4","","67","","","","10","","13","","48.3","","102.74","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 08:00","2024","11","04","08:00","","3.9","","-0.9","","71","","","","11","","12","","48.3","","102.67","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 09:00","2024","11","04","09:00","","4.1","","-1.6","","66","","","","11","","10","","48.3","","102.63","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 10:00","2024","11","04","10:00","","4.7","","-1.6","","64","","","","10","","7","","24.1","","102.64","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 11:00","2024","11","04","11:00","","5.6","","-1.6","","60","","","","6","","14","","24.1","","102.58","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 12:00","2024","11","04","12:00","","6.4","","-1.9","","55","","","","8","","19","","24.1","","102.41","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 13:00","2024","11","04","13:00","","6.6","","-1.1","","58","","","","8","","18","","24.1","","102.29","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 14:00","2024","11","04","14:00","","7.5","","-1.4","","53","","","","13","","18","","24.1","","102.13","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 15:00","2024","11","04","15:00","","8.0","","-0.7","","54","","","","13","","18","","24.1","","101.97","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 16:00","2024","11","04","16:00","","7.8","","1.4","","64","","","","18","","16","","19.3","","101.94","","","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 17:00","2024","11","04","17:00","","6.6","","2.9","","77","","","","16","","15","","24.1","","101.91","","","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 18:00","2024","11","04","18:00","","6.3","","4.0","","85","","","","16","","20","","12.9","","101.86","","","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 19:00","2024","11","04","19:00","","6.5","","4.6","","88","","","","15","","14","","24.1","","101.76","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 20:00","2024","11","04","20:00","","7.0","","5.0","","87","","","","15","","17","","24.1","","101.62","","","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 21:00","2024","11","04","21:00","","7.5","","5.1","","84","","","","16","","20","","24.1","","101.53","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 22:00","2024","11","04","22:00","","7.9","","4.8","","81","","","","17","","14","","24.1","","101.47","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-04 23:00","2024","11","04","23:00","","8.1","","5.0","","81","","","","17","","9","","24.1","","101.45","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 00:00","2024","11","05","00:00","","7.5","","6.0","","91","","","","15","","10","","24.1","","101.42","","","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 01:00","2024","11","05","01:00","","7.6","","6.4","","92","","","","15","","14","","24.1","","101.34","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 02:00","2024","11","05","02:00","","8.1","","6.2","","88","","","","14","","9","","24.1","","101.31","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 03:00","2024","11","05","03:00","","8.5","","6.8","","89","","","","15","","10","","24.1","","101.26","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 04:00","2024","11","05","04:00","","9.2","","7.2","","87","","","","16","","16","","24.1","","101.24","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 05:00","2024","11","05","05:00","","9.5","","7.5","","87","","","","15","","12","","24.1","","101.23","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 06:00","2024","11","05","06:00","","9.9","","7.9","","87","","","","16","","10","","24.1","","101.26","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 07:00","2024","11","05","07:00","","10.1","","8.2","","88","","","","15","","9","","48.3","","101.24","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 08:00","2024","11","05","08:00","","10.6","","8.7","","88","","","","15","","10","","48.3","","101.23","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 09:00","2024","11","05","09:00","","11.5","","9.1","","85","","","","15","","13","","48.3","","101.15","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 10:00","2024","11","05","10:00","","12.3","","9.7","","84","","","","15","","13","","48.3","","101.10","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 11:00","2024","11","05","11:00","","13.0","","10.0","","82","","","","15","","16","","48.3","","101.03","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 12:00","2024","11","05","12:00","","13.9","","10.6","","80","","","","16","","14","","48.3","","100.95","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 13:00","2024","11","05","13:00","","14.6","","11.3","","80","","","","16","","9","","48.3","","100.87","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 14:00","2024","11","05","14:00","","15.6","","11.8","","78","","","","16","","7","","48.3","","100.81","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 15:00","2024","11","05","15:00","","17.5","","12.5","","72","","","","15","","8","","48.3","","100.71","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 16:00","2024","11","05","16:00","","17.1","","12.7","","75","","","","16","","12","","48.3","","100.69","","","","","","Mainly Clear"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 17:00","2024","11","05","17:00","","15.8","","12.1","","79","","","","16","","16","","24.1","","100.64","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 18:00","2024","11","05","18:00","","15.5","","12.1","","80","","","","17","","17","","24.1","","100.61","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 19:00","2024","11","05","19:00","","14.8","","11.7","","81","","","","17","","13","","24.1","","100.60","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 20:00","2024","11","05","20:00","","15.1","","11.7","","80","","","","19","","12","","24.1","","100.55","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 21:00","2024","11","05","21:00","","16.0","","11.9","","76","","","","19","","13","","24.1","","100.51","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 22:00","2024","11","05","22:00","","16.1","","11.8","","75","","","","18","","22","","24.1","","100.47","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-05 23:00","2024","11","05","23:00","","16.4","","11.8","","74","","","","19","","21","","24.1","","100.42","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 00:00","2024","11","06","00:00","","17.7","","12.1","","69","","","","23","","10","","24.1","","100.42","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 01:00","2024","11","06","01:00","","17.1","","11.9","","71","","","","19","","7","","24.1","","100.36","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 02:00","2024","11","06","02:00","","16.4","","12.0","","75","","","","19","","10","","24.1","","100.37","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 03:00","2024","11","06","03:00","","16.7","","12.0","","73","","","","19","","7","","24.1","","100.27","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 04:00","2024","11","06","04:00","","17.6","","12.4","","72","","","","21","","15","","24.1","","100.20","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 05:00","2024","11","06","05:00","","17.8","","12.7","","71","","","","21","","16","","24.1","","100.14","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 06:00","2024","11","06","06:00","","19.4","","13.2","","67","","","","24","","21","","24.1","","100.12","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 07:00","2024","11","06","07:00","","19.9","","13.3","","66","","","","23","","31","","48.3","","100.16","","","","","","Rain Showers"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 08:00","2024","11","06","08:00","","19.5","","14.3","","72","","","","25","","37","","24.1","","100.20","","","","","","Rain Showers"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 09:00","2024","11","06","09:00","","19.3","","14.8","","75","","","","25","","45","","24.1","","100.22","","","","","","Rain Showers"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 10:00","2024","11","06","10:00","","19.7","","14.9","","74","","","","24","","40","","24.1","","100.25","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 11:00","2024","11","06","11:00","","20.9","","15.3","","70","","","","26","","34","","24.1","","100.28","","25","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 12:00","2024","11","06","12:00","","21.1","","13.8","","63","","","","27","","29","","24.1","","100.24","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 13:00","2024","11","06","13:00","","21.3","","11.8","","54","","","","28","","39","","24.1","","100.28","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 14:00","2024","11","06","14:00","","20.6","","9.9","","50","","","","29","","42","","24.1","","100.35","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 15:00","2024","11","06","15:00","","20.2","","9.8","","51","","","","29","","29","","24.1","","100.47","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 16:00","2024","11","06","16:00","","19.3","","8.9","","50","","","","29","","23","","48.3","","100.58","","","","","","Mostly Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 17:00","2024","11","06","17:00","","18.5","","8.9","","53","","","","30","","22","","24.1","","100.66","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 18:00","2024","11","06","18:00","","17.3","","9.1","","58","","","","32","","16","","24.1","","100.81","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 19:00","2024","11","06","19:00","","16.3","","8.4","","59","","","","33","","14","","24.1","","100.87","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 20:00","2024","11","06","20:00","","15.6","","8.0","","60","","","","34","","11","","24.1","","100.90","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 21:00","2024","11","06","21:00","","15.2","","7.9","","61","","","","34","","11","","24.1","","100.94","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 22:00","2024","11","06","22:00","","14.5","","7.8","","64","","","","2","","14","","24.1","","100.96","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-06 23:00","2024","11","06","23:00","","12.1","","8.4","","78","","","","5","","14","","24.1","","100.97","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-07 00:00","2024","11","07","00:00","","11.2","","7.0","","75","","","","4","","12","","24.1","","101.02","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-07 01:00","2024","11","07","01:00","","10.7","","6.5","","75","","","","5","","12","","24.1","","101.02","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-07 02:00","2024","11","07","02:00","","10.2","","5.8","","74","","","","2","","19","","24.1","","101.08","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-07 03:00","2024","11","07","03:00","","8.5","","6.8","","89","","","","2","","13","","24.1","","101.15","","","","","","Rain"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-07 04:00","2024","11","07","04:00","","7.9","","7.0","","94","","","","5","","4","","24.1","","101.16","","","","","","Cloudy"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-07 05:00","2024","11","07","05:00","","8.0","","6.6","","91","","","","6","","11","","24.1","","101.19","","","","","","NA"
"-73.74","45.47","MONTREAL INTL A","7025251","2024-11-07 06:00","2024","11","07","06:00","","6.7","","5.5","","92","","","","3","","13","","12.9","","101.29","","","","","","Rain"
